Intents,Questions,Responses
account_edit,Steps to edit account,"Just click or tap your profile picture and go to Account, you’ll find:

Personal info: Provide personal details and how we can reach you
Login and security: Update your password and secure your account
Payments and payouts: Review payments, payouts, coupons, gift cards, and taxes
Notifications: Choose notification preferences and how you want to be contacted
Privacy and sharing: Control connected apps, what you share, and who sees it
Global preferences: Set your default language, currency, and time zone
Travel for work: Add a work email for business trip benefits
Professional hosting tools: Perfect if you manage several properties
Invite friends: It’s more fun when everyone travels."
account_edit,Edit account,"Just click or tap your profile picture and go to Account, you’ll find:

Personal info: Provide personal details and how we can reach you
Login and security: Update your password and secure your account
Payments and payouts: Review payments, payouts, coupons, gift cards, and taxes
Notifications: Choose notification preferences and how you want to be contacted
Privacy and sharing: Control connected apps, what you share, and who sees it
Global preferences: Set your default language, currency, and time zone
Travel for work: Add a work email for business trip benefits
Professional hosting tools: Perfect if you manage several properties
Invite friends: It’s more fun when everyone travels."
account_merge,Can I merge multiple accounts?,"For one reason or another, you might have more than one Airbnb account. Unfortunately, there’s no way to merge or move information or bookings between them. 

Our advice? Choose the one you’d like to use going forward and deactivate or delete the other one. Any pending reservations on that account will be canceled, so be sure to wait until they’re complete before deleting it."
account_merge,How to merge multiple accounts?,"For one reason or another, you might have more than one Airbnb account. Unfortunately, there’s no way to merge or move information or bookings between them. 

Our advice? Choose the one you’d like to use going forward and deactivate or delete the other one. Any pending reservations on that account will be canceled, so be sure to wait until they’re complete before deleting it."
account_merge,I want to merge multiple accounts,"For one reason or another, you might have more than one Airbnb account. Unfortunately, there’s no way to merge or move information or bookings between them. 

Our advice? Choose the one you’d like to use going forward and deactivate or delete the other one. Any pending reservations on that account will be canceled, so be sure to wait until they’re complete before deleting it."
account_merge,Can I combine many accounts into one?,"For one reason or another, you might have more than one Airbnb account. Unfortunately, there’s no way to merge or move information or bookings between them. 

Our advice? Choose the one you’d like to use going forward and deactivate or delete the other one. Any pending reservations on that account will be canceled, so be sure to wait until they’re complete before deleting it."
account_merge,Combine accounts,"For one reason or another, you might have more than one Airbnb account. Unfortunately, there’s no way to merge or move information or bookings between them. 

Our advice? Choose the one you’d like to use going forward and deactivate or delete the other one. Any pending reservations on that account will be canceled, so be sure to wait until they’re complete before deleting it."
account_merge,Merge multiple accounts,"For one reason or another, you might have more than one Airbnb account. Unfortunately, there’s no way to merge or move information or bookings between them. 

Our advice? Choose the one you’d like to use going forward and deactivate or delete the other one. Any pending reservations on that account will be canceled, so be sure to wait until they’re complete before deleting it."
account_chg_email,How to change my email address?,"Go to Account > Personal info
Next to Email address, click Edit
Make your changes and then click Save
If you’re getting a notification that your email address is already in use but you can’t remember your password, try resetting it."
account_chg_email,How to edit my email address?,"Go to Account > Personal info
Next to Email address, click Edit
Make your changes and then click Save
If you’re getting a notification that your email address is already in use but you can’t remember your password, try resetting it."
account_chg_email,I want to change my email address,"Go to Account > Personal info
Next to Email address, click Edit
Make your changes and then click Save
If you’re getting a notification that your email address is already in use but you can’t remember your password, try resetting it."
account_chg_email,Where to edit my email address?,"Go to Account > Personal info
Next to Email address, click Edit
Make your changes and then click Save
If you’re getting a notification that your email address is already in use but you can’t remember your password, try resetting it."
account_chg_email,Steps to change email,"Go to Account > Personal info
Next to Email address, click Edit
Make your changes and then click Save
If you’re getting a notification that your email address is already in use but you can’t remember your password, try resetting it."
account_chg_email,Change email,"Go to Account > Personal info
Next to Email address, click Edit
Make your changes and then click Save
If you’re getting a notification that your email address is already in use but you can’t remember your password, try resetting it."
account_chg_phone,How to edit my phone number?,"Go to Account > Personal info
Next to Phone number, click Edit 
Make your changes and then click Save"
account_chg_phone,How to change my phone number?,"Go to Account > Personal info
Next to Phone number, click Edit 
Make your changes and then click Save"
account_chg_phone,Where to edit my phone number?,"Go to Account > Personal info
Next to Phone number, click Edit 
Make your changes and then click Save"
account_chg_phone,I want to change my phone number,"Go to Account > Personal info
Next to Phone number, click Edit 
Make your changes and then click Save"
account_chg_phone,Change phone number,"Go to Account > Personal info
Next to Phone number, click Edit 
Make your changes and then click Save"
account_chg_phone,Steps to change phone number,"Go to Account > Personal info
Next to Phone number, click Edit 
Make your changes and then click Save"
contact_emergency,How to add emergency contacts?,"Go to Account > Personal info
Next to Emergency contact, click Edit
Click Add a new emergency contact
Enter your emergency contacts details, and click Save
You can add additional contacts, or remove an existing contact by following the steps above. Just click Remove or Add a new emergency contact."
contact_emergency,How to add emergency contact?,"Go to Account > Personal info
Next to Emergency contact, click Edit
Click Add a new emergency contact
Enter your emergency contacts details, and click Save
You can add additional contacts, or remove an existing contact by following the steps above. Just click Remove or Add a new emergency contact."
contact_emergency,How to remove emergency contact?,"Go to Account > Personal info
Next to Emergency contact, click Edit
Click Add a new emergency contact
Enter your emergency contacts details, and click Save
You can add additional contacts, or remove an existing contact by following the steps above. Just click Remove or Add a new emergency contact."
contact_emergency,How to remove existing emergency contact?,"Go to Account > Personal info
Next to Emergency contact, click Edit
Click Add a new emergency contact
Enter your emergency contacts details, and click Save
You can add additional contacts, or remove an existing contact by following the steps above. Just click Remove or Add a new emergency contact."
contact_emergency,Remove emergency contact,"Go to Account > Personal info
Next to Emergency contact, click Edit
Click Add a new emergency contact
Enter your emergency contacts details, and click Save
You can add additional contacts, or remove an existing contact by following the steps above. Just click Remove or Add a new emergency contact."
contact_emergency,Add emergency contact,"Go to Account > Personal info
Next to Emergency contact, click Edit
Click Add a new emergency contact
Enter your emergency contacts details, and click Save
You can add additional contacts, or remove an existing contact by following the steps above. Just click Remove or Add a new emergency contact."
language_change,How to change the language on Airbnb?,"Click your Profile photo > Account > Global preferences
Next to Preferred language, click Edit
Select your preferred language
Click Save"
language_change,How to change language on Airbnb?,"Click your Profile photo > Account > Global preferences
Next to Preferred language, click Edit
Select your preferred language
Click Save"
language_change,I want to change the language on Airbnb,"Click your Profile photo > Account > Global preferences
Next to Preferred language, click Edit
Select your preferred language
Click Save"
language_change,Where to change language on Airbnb?,"Click your Profile photo > Account > Global preferences
Next to Preferred language, click Edit
Select your preferred language
Click Save"
language_change,Change language,"Click your Profile photo > Account > Global preferences
Next to Preferred language, click Edit
Select your preferred language
Click Save"
language_change,Where can I change language,"Click your Profile photo > Account > Global preferences
Next to Preferred language, click Edit
Select your preferred language
Click Save"
profile_location,How to change my public profile location?,"Click your profile photo > Account
Go to Profile and click Edit
Add or change your Location
Click Save"
profile_location,Can I change my public profile location?,"Click your profile photo > Account
Go to Profile and click Edit
Add or change your Location
Click Save"
profile_location,Where to change my public profile location?,"Click your profile photo > Account
Go to Profile and click Edit
Add or change your Location
Click Save"
profile_location,I want to change my public profile location,"Click your profile photo > Account
Go to Profile and click Edit
Add or change your Location
Click Save"
profile_location,Change profile location,"Click your profile photo > Account
Go to Profile and click Edit
Add or change your Location
Click Save"
profile_location,Change location for my profile,"Click your profile photo > Account
Go to Profile and click Edit
Add or change your Location
Click Save"
account_deactivate,How to deactivate my account temporarily?,"We’d hate to see you go, but if you’ve decided to leave Airbnb, you have a couple of options. You can temporarily deactivate your account, which allows you to reactivate it later, or you can permanently delete it.

To submit a request for either one, visit https://www.airbnb.com/account-settings/privacy-and-sharing from a web browser (not the Airbnb app)."
account_deactivate,How to delete my account?,"We’d hate to see you go, but if you’ve decided to leave Airbnb, you have a couple of options. You can temporarily deactivate your account, which allows you to reactivate it later, or you can permanently delete it.

To submit a request for either one, visit https://www.airbnb.com/account-settings/privacy-and-sharing from a web browser (not the Airbnb app)."
account_deactivate,I want to deactivate my account temporarily,"We’d hate to see you go, but if you’ve decided to leave Airbnb, you have a couple of options. You can temporarily deactivate your account, which allows you to reactivate it later, or you can permanently delete it.

To submit a request for either one, visit https://www.airbnb.com/account-settings/privacy-and-sharing from a web browser (not the Airbnb app)."
account_deactivate,I want to delete my account,"We’d hate to see you go, but if you’ve decided to leave Airbnb, you have a couple of options. You can temporarily deactivate your account, which allows you to reactivate it later, or you can permanently delete it.

To submit a request for either one, visit https://www.airbnb.com/account-settings/privacy-and-sharing from a web browser (not the Airbnb app)."
account_deactivate,Delete account,"We’d hate to see you go, but if you’ve decided to leave Airbnb, you have a couple of options. You can temporarily deactivate your account, which allows you to reactivate it later, or you can permanently delete it.

To submit a request for either one, visit https://www.airbnb.com/account-settings/privacy-and-sharing from a web browser (not the Airbnb app)."
account_deactivate,Where to delete account?,"We’d hate to see you go, but if you’ve decided to leave Airbnb, you have a couple of options. You can temporarily deactivate your account, which allows you to reactivate it later, or you can permanently delete it.

To submit a request for either one, visit https://www.airbnb.com/account-settings/privacy-and-sharing from a web browser (not the Airbnb app)."
account_work_email,How do I unlink or relink my work email address on my Airbnb account?,"Business travelers can use their regular Airbnb accounts to book business travel—all you need to do is link your work email address to your Airbnb account so we can confirm that you work for your company.

If you need to switch the account your work email is linked to, or if you no longer want your accounts to be linked, follow the steps below to unlink (or relink) your work email address from your personal Airbnb account:

Go to Edit Profile on airbnb.com
Scroll down to Work Travel
Click the X to unlink your accounts or the + Add work email to add a new work email
Note for travel admins at companies: If you're the only travel admin for your company's account, we recommend you add another travel admin before unlinking your accounts."
account_work_email,How do I unlink my work email address on my Airbnb account?,"Business travelers can use their regular Airbnb accounts to book business travel—all you need to do is link your work email address to your Airbnb account so we can confirm that you work for your company.

If you need to switch the account your work email is linked to, or if you no longer want your accounts to be linked, follow the steps below to unlink (or relink) your work email address from your personal Airbnb account:

Go to Edit Profile on airbnb.com
Scroll down to Work Travel
Click the X to unlink your accounts or the + Add work email to add a new work email
Note for travel admins at companies: If you're the only travel admin for your company's account, we recommend you add another travel admin before unlinking your accounts."
account_work_email,How do I relink my work email address on my Airbnb account?,"Business travelers can use their regular Airbnb accounts to book business travel—all you need to do is link your work email address to your Airbnb account so we can confirm that you work for your company.

If you need to switch the account your work email is linked to, or if you no longer want your accounts to be linked, follow the steps below to unlink (or relink) your work email address from your personal Airbnb account:

Go to Edit Profile on airbnb.com
Scroll down to Work Travel
Click the X to unlink your accounts or the + Add work email to add a new work email
Note for travel admins at companies: If you're the only travel admin for your company's account, we recommend you add another travel admin before unlinking your accounts."
account_work_email,I want to relink my work email address on my Airbnb account?,"Business travelers can use their regular Airbnb accounts to book business travel—all you need to do is link your work email address to your Airbnb account so we can confirm that you work for your company.

If you need to switch the account your work email is linked to, or if you no longer want your accounts to be linked, follow the steps below to unlink (or relink) your work email address from your personal Airbnb account:

Go to Edit Profile on airbnb.com
Scroll down to Work Travel
Click the X to unlink your accounts or the + Add work email to add a new work email
Note for travel admins at companies: If you're the only travel admin for your company's account, we recommend you add another travel admin before unlinking your accounts."
account_work_email,Relink work email,"Business travelers can use their regular Airbnb accounts to book business travel—all you need to do is link your work email address to your Airbnb account so we can confirm that you work for your company.

If you need to switch the account your work email is linked to, or if you no longer want your accounts to be linked, follow the steps below to unlink (or relink) your work email address from your personal Airbnb account:

Go to Edit Profile on airbnb.com
Scroll down to Work Travel
Click the X to unlink your accounts or the + Add work email to add a new work email
Note for travel admins at companies: If you're the only travel admin for your company's account, we recommend you add another travel admin before unlinking your accounts."
account_work_email,Steps to relink email on my account?,"Business travelers can use their regular Airbnb accounts to book business travel—all you need to do is link your work email address to your Airbnb account so we can confirm that you work for your company.

If you need to switch the account your work email is linked to, or if you no longer want your accounts to be linked, follow the steps below to unlink (or relink) your work email address from your personal Airbnb account:

Go to Edit Profile on airbnb.com
Scroll down to Work Travel
Click the X to unlink your accounts or the + Add work email to add a new work email
Note for travel admins at companies: If you're the only travel admin for your company's account, we recommend you add another travel admin before unlinking your accounts."
verify_identity,Why am I required to verify my identity?,"Hosts may ask their guests to provide a government ID in order to book their place or experience. And sometimes we’ll ask for an ID to help us check that someone is who they say they are. Whatever the reason, your ID will never be shared with anyone else who uses Airbnb.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or submit a photo of your government ID. This could be a driver’s license, passport, identity card, or visa. If you need to come back and finish confirming your identity later, that’s fine, you can pick up where you left off.

Sometimes, we’ll ask you to take a new photo of yourself. This is different from your profile photo, which you may also be asked to provide.

Please be aware that completing this process isn’t an endorsement of any Host or guest, a guarantee of someone’s identity, or an assurance that interacting with them will be safe. Always use your own best judgment, and follow our safety tips for?guests?and?Hosts.

In some cases, you may not need to add a government ID. We’ll confirm you’re really you when you add your legal name and address (this should match where you get banking documents or utility bills). We’ll match this information with secure third-party databases.

We never share your ID with anyone else who uses Airbnb. We do not provide Hosts with the photo of your ID, the photo you take of yourself as part of ID verification, or your address.

However, we do share:

The first name on your ID
Whether you’re over or under 25 years old
Whether your ID has been successfully added
Your profile photo and profile name"
verify_identity,Ways to verify my identity?,"Hosts may ask their guests to provide a government ID in order to book their place or experience. And sometimes we’ll ask for an ID to help us check that someone is who they say they are. Whatever the reason, your ID will never be shared with anyone else who uses Airbnb.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or submit a photo of your government ID. This could be a driver’s license, passport, identity card, or visa. If you need to come back and finish confirming your identity later, that’s fine, you can pick up where you left off.

Sometimes, we’ll ask you to take a new photo of yourself. This is different from your profile photo, which you may also be asked to provide.

Please be aware that completing this process isn’t an endorsement of any Host or guest, a guarantee of someone’s identity, or an assurance that interacting with them will be safe. Always use your own best judgment, and follow our safety tips for?guests?and?Hosts.

In some cases, you may not need to add a government ID. We’ll confirm you’re really you when you add your legal name and address (this should match where you get banking documents or utility bills). We’ll match this information with secure third-party databases.

We never share your ID with anyone else who uses Airbnb. We do not provide Hosts with the photo of your ID, the photo you take of yourself as part of ID verification, or your address.

However, we do share:

The first name on your ID
Whether you’re over or under 25 years old
Whether your ID has been successfully added
Your profile photo and profile name"
verify_identity,What is shared with my host?,"Hosts may ask their guests to provide a government ID in order to book their place or experience. And sometimes we’ll ask for an ID to help us check that someone is who they say they are. Whatever the reason, your ID will never be shared with anyone else who uses Airbnb.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or submit a photo of your government ID. This could be a driver’s license, passport, identity card, or visa. If you need to come back and finish confirming your identity later, that’s fine, you can pick up where you left off.

Sometimes, we’ll ask you to take a new photo of yourself. This is different from your profile photo, which you may also be asked to provide.

Please be aware that completing this process isn’t an endorsement of any Host or guest, a guarantee of someone’s identity, or an assurance that interacting with them will be safe. Always use your own best judgment, and follow our safety tips for?guests?and?Hosts.

In some cases, you may not need to add a government ID. We’ll confirm you’re really you when you add your legal name and address (this should match where you get banking documents or utility bills). We’ll match this information with secure third-party databases.

We never share your ID with anyone else who uses Airbnb. We do not provide Hosts with the photo of your ID, the photo you take of yourself as part of ID verification, or your address.

However, we do share:

The first name on your ID
Whether you’re over or under 25 years old
Whether your ID has been successfully added
Your profile photo and profile name"
verify_identity,How to confirm my identity?,"Hosts may ask their guests to provide a government ID in order to book their place or experience. And sometimes we’ll ask for an ID to help us check that someone is who they say they are. Whatever the reason, your ID will never be shared with anyone else who uses Airbnb.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or submit a photo of your government ID. This could be a driver’s license, passport, identity card, or visa. If you need to come back and finish confirming your identity later, that’s fine, you can pick up where you left off.

Sometimes, we’ll ask you to take a new photo of yourself. This is different from your profile photo, which you may also be asked to provide.

Please be aware that completing this process isn’t an endorsement of any Host or guest, a guarantee of someone’s identity, or an assurance that interacting with them will be safe. Always use your own best judgment, and follow our safety tips for?guests?and?Hosts.

In some cases, you may not need to add a government ID. We’ll confirm you’re really you when you add your legal name and address (this should match where you get banking documents or utility bills). We’ll match this information with secure third-party databases.

We never share your ID with anyone else who uses Airbnb. We do not provide Hosts with the photo of your ID, the photo you take of yourself as part of ID verification, or your address.

However, we do share:

The first name on your ID
Whether you’re over or under 25 years old
Whether your ID has been successfully added
Your profile photo and profile name"
verify_identity,Confirm identity,"Hosts may ask their guests to provide a government ID in order to book their place or experience. And sometimes we’ll ask for an ID to help us check that someone is who they say they are. Whatever the reason, your ID will never be shared with anyone else who uses Airbnb.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or submit a photo of your government ID. This could be a driver’s license, passport, identity card, or visa. If you need to come back and finish confirming your identity later, that’s fine, you can pick up where you left off.

Sometimes, we’ll ask you to take a new photo of yourself. This is different from your profile photo, which you may also be asked to provide.

Please be aware that completing this process isn’t an endorsement of any Host or guest, a guarantee of someone’s identity, or an assurance that interacting with them will be safe. Always use your own best judgment, and follow our safety tips for?guests?and?Hosts.

In some cases, you may not need to add a government ID. We’ll confirm you’re really you when you add your legal name and address (this should match where you get banking documents or utility bills). We’ll match this information with secure third-party databases.

We never share your ID with anyone else who uses Airbnb. We do not provide Hosts with the photo of your ID, the photo you take of yourself as part of ID verification, or your address.

However, we do share:

The first name on your ID
Whether you’re over or under 25 years old
Whether your ID has been successfully added
Your profile photo and profile name"
verify_identity,Verify identity,"Hosts may ask their guests to provide a government ID in order to book their place or experience. And sometimes we’ll ask for an ID to help us check that someone is who they say they are. Whatever the reason, your ID will never be shared with anyone else who uses Airbnb.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or submit a photo of your government ID. This could be a driver’s license, passport, identity card, or visa. If you need to come back and finish confirming your identity later, that’s fine, you can pick up where you left off.

Sometimes, we’ll ask you to take a new photo of yourself. This is different from your profile photo, which you may also be asked to provide.

Please be aware that completing this process isn’t an endorsement of any Host or guest, a guarantee of someone’s identity, or an assurance that interacting with them will be safe. Always use your own best judgment, and follow our safety tips for?guests?and?Hosts.

In some cases, you may not need to add a government ID. We’ll confirm you’re really you when you add your legal name and address (this should match where you get banking documents or utility bills). We’ll match this information with secure third-party databases.

We never share your ID with anyone else who uses Airbnb. We do not provide Hosts with the photo of your ID, the photo you take of yourself as part of ID verification, or your address.

However, we do share:

The first name on your ID
Whether you’re over or under 25 years old
Whether your ID has been successfully added
Your profile photo and profile name"
ID_checked,What happens when my ID is checked?,"Your security a top priority. We want you to be confident that people on Airbnb are who they say they are. One way we do that is by checking for a government ID. This could be a driver’s license, passport, identity card, or visa.

Some Hosts require government ID in order for guests to book their stay or experience. Your ID will never be shared with anyone else who uses Airbnb."
ID_checked,Why must my ID be checked?,"Your security a top priority. We want you to be confident that people on Airbnb are who they say they are. One way we do that is by checking for a government ID. This could be a driver’s license, passport, identity card, or visa.

Some Hosts require government ID in order for guests to book their stay or experience. Your ID will never be shared with anyone else who uses Airbnb."
ID_checked,Which document can be used for checking my ID?,"Your security a top priority. We want you to be confident that people on Airbnb are who they say they are. One way we do that is by checking for a government ID. This could be a driver’s license, passport, identity card, or visa.

Some Hosts require government ID in order for guests to book their stay or experience. Your ID will never be shared with anyone else who uses Airbnb."
ID_checked,What document I should use for my ID to be checked?,"Your security a top priority. We want you to be confident that people on Airbnb are who they say they are. One way we do that is by checking for a government ID. This could be a driver’s license, passport, identity card, or visa.

Some Hosts require government ID in order for guests to book their stay or experience. Your ID will never be shared with anyone else who uses Airbnb."
ID_checked,Check ID,"Your security a top priority. We want you to be confident that people on Airbnb are who they say they are. One way we do that is by checking for a government ID. This could be a driver’s license, passport, identity card, or visa.

Some Hosts require government ID in order for guests to book their stay or experience. Your ID will never be shared with anyone else who uses Airbnb."
ID_checked,Why ID must be screened through?,"Your security a top priority. We want you to be confident that people on Airbnb are who they say they are. One way we do that is by checking for a government ID. This could be a driver’s license, passport, identity card, or visa.

Some Hosts require government ID in order for guests to book their stay or experience. Your ID will never be shared with anyone else who uses Airbnb."
ID_submit,How to submit my ID?,"By providing your identification info, you help build trust in the Airbnb community.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or a photo of a government ID (driver’s license, passport, or national identity card).?

If you need to come back and finish confirming your identity later, go to identity verification to continue where you left off.

Having trouble? Try these:
Check your messages:?You may have been sent additional information via text, email, or phone. Do you think you may have missed an email? Learn why.
Grant camera permission:?The Airbnb app or your browser may need permission to access your camera. Still not working? Try refreshing the app or page.
Use high-quality photos: Take photos in a well-lit room, checking that your face is clear and not obscured, and fit information within the provided white lines. Using “auto” mode will allow the app to automatically take high quality photos, although you can always switch back to take photos manually. Religious head coverings are welcome, but please make sure that we can see your eyes, nose, and mouth.
Submit photos of an original (not photocopied) and undamaged ID: If the ID has two sides, like a driver’s license or national ID card, submit photos of the front and back.
For residents of Singapore, Hong Kong, the Netherlands, Japan, and Korea: Be sure the image of your ID doesn’t show your identification or registration number. If you're uploading a Korean national ID card or driving license, please allow only the first 6 digits to remain visible (which contain your date of birth)."
ID_submit,I want to submit my ID,"By providing your identification info, you help build trust in the Airbnb community.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or a photo of a government ID (driver’s license, passport, or national identity card).?

If you need to come back and finish confirming your identity later, go to identity verification to continue where you left off.

Having trouble? Try these:
Check your messages:?You may have been sent additional information via text, email, or phone. Do you think you may have missed an email? Learn why.
Grant camera permission:?The Airbnb app or your browser may need permission to access your camera. Still not working? Try refreshing the app or page.
Use high-quality photos: Take photos in a well-lit room, checking that your face is clear and not obscured, and fit information within the provided white lines. Using “auto” mode will allow the app to automatically take high quality photos, although you can always switch back to take photos manually. Religious head coverings are welcome, but please make sure that we can see your eyes, nose, and mouth.
Submit photos of an original (not photocopied) and undamaged ID: If the ID has two sides, like a driver’s license or national ID card, submit photos of the front and back.
For residents of Singapore, Hong Kong, the Netherlands, Japan, and Korea: Be sure the image of your ID doesn’t show your identification or registration number. If you're uploading a Korean national ID card or driving license, please allow only the first 6 digits to remain visible (which contain your date of birth)."
ID_submit,Where to submit my ID,"By providing your identification info, you help build trust in the Airbnb community.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or a photo of a government ID (driver’s license, passport, or national identity card).?

If you need to come back and finish confirming your identity later, go to identity verification to continue where you left off.

Having trouble? Try these:
Check your messages:?You may have been sent additional information via text, email, or phone. Do you think you may have missed an email? Learn why.
Grant camera permission:?The Airbnb app or your browser may need permission to access your camera. Still not working? Try refreshing the app or page.
Use high-quality photos: Take photos in a well-lit room, checking that your face is clear and not obscured, and fit information within the provided white lines. Using “auto” mode will allow the app to automatically take high quality photos, although you can always switch back to take photos manually. Religious head coverings are welcome, but please make sure that we can see your eyes, nose, and mouth.
Submit photos of an original (not photocopied) and undamaged ID: If the ID has two sides, like a driver’s license or national ID card, submit photos of the front and back.
For residents of Singapore, Hong Kong, the Netherlands, Japan, and Korea: Be sure the image of your ID doesn’t show your identification or registration number. If you're uploading a Korean national ID card or driving license, please allow only the first 6 digits to remain visible (which contain your date of birth)."
ID_submit,Where can I provide my ID?,"By providing your identification info, you help build trust in the Airbnb community.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or a photo of a government ID (driver’s license, passport, or national identity card).?

If you need to come back and finish confirming your identity later, go to identity verification to continue where you left off.

Having trouble? Try these:
Check your messages:?You may have been sent additional information via text, email, or phone. Do you think you may have missed an email? Learn why.
Grant camera permission:?The Airbnb app or your browser may need permission to access your camera. Still not working? Try refreshing the app or page.
Use high-quality photos: Take photos in a well-lit room, checking that your face is clear and not obscured, and fit information within the provided white lines. Using “auto” mode will allow the app to automatically take high quality photos, although you can always switch back to take photos manually. Religious head coverings are welcome, but please make sure that we can see your eyes, nose, and mouth.
Submit photos of an original (not photocopied) and undamaged ID: If the ID has two sides, like a driver’s license or national ID card, submit photos of the front and back.
For residents of Singapore, Hong Kong, the Netherlands, Japan, and Korea: Be sure the image of your ID doesn’t show your identification or registration number. If you're uploading a Korean national ID card or driving license, please allow only the first 6 digits to remain visible (which contain your date of birth)."
ID_submit,Submit ID,"By providing your identification info, you help build trust in the Airbnb community.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or a photo of a government ID (driver’s license, passport, or national identity card).?

If you need to come back and finish confirming your identity later, go to identity verification to continue where you left off.

Having trouble? Try these:
Check your messages:?You may have been sent additional information via text, email, or phone. Do you think you may have missed an email? Learn why.
Grant camera permission:?The Airbnb app or your browser may need permission to access your camera. Still not working? Try refreshing the app or page.
Use high-quality photos: Take photos in a well-lit room, checking that your face is clear and not obscured, and fit information within the provided white lines. Using “auto” mode will allow the app to automatically take high quality photos, although you can always switch back to take photos manually. Religious head coverings are welcome, but please make sure that we can see your eyes, nose, and mouth.
Submit photos of an original (not photocopied) and undamaged ID: If the ID has two sides, like a driver’s license or national ID card, submit photos of the front and back.
For residents of Singapore, Hong Kong, the Netherlands, Japan, and Korea: Be sure the image of your ID doesn’t show your identification or registration number. If you're uploading a Korean national ID card or driving license, please allow only the first 6 digits to remain visible (which contain your date of birth)."
ID_submit,Steps to submit ID,"By providing your identification info, you help build trust in the Airbnb community.

When you’re asked to confirm your identity, you’ll need to add either your legal name and address, or a photo of a government ID (driver’s license, passport, or national identity card).?

If you need to come back and finish confirming your identity later, go to identity verification to continue where you left off.

Having trouble? Try these:
Check your messages:?You may have been sent additional information via text, email, or phone. Do you think you may have missed an email? Learn why.
Grant camera permission:?The Airbnb app or your browser may need permission to access your camera. Still not working? Try refreshing the app or page.
Use high-quality photos: Take photos in a well-lit room, checking that your face is clear and not obscured, and fit information within the provided white lines. Using “auto” mode will allow the app to automatically take high quality photos, although you can always switch back to take photos manually. Religious head coverings are welcome, but please make sure that we can see your eyes, nose, and mouth.
Submit photos of an original (not photocopied) and undamaged ID: If the ID has two sides, like a driver’s license or national ID card, submit photos of the front and back.
For residents of Singapore, Hong Kong, the Netherlands, Japan, and Korea: Be sure the image of your ID doesn’t show your identification or registration number. If you're uploading a Korean national ID card or driving license, please allow only the first 6 digits to remain visible (which contain your date of birth)."
verify_number,How to verify phone number?,"Go to Account > Personal info
Next to Phone number, click Edit then Add a phone number
Select your country, (the country code will be added automatically)
Enter your area code and phone number
Click Verify and we'll send you a 4-digit code via text message (SMS)
Enter your 4-digit code
After verifying your phone number, you can manage text message notifications by going to Account and choosing Notifications. Standard message and data rates may apply for any calls or messages sent or received."
verify_number,How to verify my phone number?,"Go to Account > Personal info
Next to Phone number, click Edit then Add a phone number
Select your country, (the country code will be added automatically)
Enter your area code and phone number
Click Verify and we'll send you a 4-digit code via text message (SMS)
Enter your 4-digit code
After verifying your phone number, you can manage text message notifications by going to Account and choosing Notifications. Standard message and data rates may apply for any calls or messages sent or received."
verify_number,I want to verify phone number,"Go to Account > Personal info
Next to Phone number, click Edit then Add a phone number
Select your country, (the country code will be added automatically)
Enter your area code and phone number
Click Verify and we'll send you a 4-digit code via text message (SMS)
Enter your 4-digit code
After verifying your phone number, you can manage text message notifications by going to Account and choosing Notifications. Standard message and data rates may apply for any calls or messages sent or received."
verify_number,Where to verify my phone number?,"Go to Account > Personal info
Next to Phone number, click Edit then Add a phone number
Select your country, (the country code will be added automatically)
Enter your area code and phone number
Click Verify and we'll send you a 4-digit code via text message (SMS)
Enter your 4-digit code
After verifying your phone number, you can manage text message notifications by going to Account and choosing Notifications. Standard message and data rates may apply for any calls or messages sent or received."
verify_number,Verify phone number,"Go to Account > Personal info
Next to Phone number, click Edit then Add a phone number
Select your country, (the country code will be added automatically)
Enter your area code and phone number
Click Verify and we'll send you a 4-digit code via text message (SMS)
Enter your 4-digit code
After verifying your phone number, you can manage text message notifications by going to Account and choosing Notifications. Standard message and data rates may apply for any calls or messages sent or received."
verify_number,Steps to verify phone number for account,"Go to Account > Personal info
Next to Phone number, click Edit then Add a phone number
Select your country, (the country code will be added automatically)
Enter your area code and phone number
Click Verify and we'll send you a 4-digit code via text message (SMS)
Enter your 4-digit code
After verifying your phone number, you can manage text message notifications by going to Account and choosing Notifications. Standard message and data rates may apply for any calls or messages sent or received."
verify_cn,How to verify my ID in China?,"For all Hosts and guests in China, we provide a localized ID verification process pursuant to applicable laws and regulations:

You provide your government ID number online
We match it with a third-party database through facial recognition technology
This also helps to reduce online fraud, build trust, and make the Airbnb community safer as a whole."
verify_cn,How to verify my ID if I am from China?,"For all Hosts and guests in China, we provide a localized ID verification process pursuant to applicable laws and regulations:

You provide your government ID number online
We match it with a third-party database through facial recognition technology
This also helps to reduce online fraud, build trust, and make the Airbnb community safer as a whole."
