niat,Jawapan
kupon_umum,"Pastikan anda menggunakan kupon sebelum anda membuat tempahan dan ingat bahawa jika anda membatalkan tempahan, kupon tidak boleh digunakan lagi. Untuk menggunakan kupon anda: Klik Masukkan kupon (di bawah kaedah pembayaran anda) pada halaman pembayaran Pilih kupon atau masukkan kod kupon anda dan klik Guna Butiran tambahan Anda tidak boleh menggunakan kupon selepas anda menempah: Walaupun anda menghubungi Sokongan Airbnb, kami tidak boleh menggunakan kupon semasa atau tamat tempoh selepas anda menempah tempahan (masa hadapan atau masa lalu). Jika anda membatalkan, kupon tidak akan dikembalikan: Bayaran balik adalah berdasarkan dasar pembatalan hos dan kami tidak boleh memulihkan atau mengeluarkan semula kupon yang anda tebus pada masa lalu. Tarikh tamat tempoh tidak boleh dilaraskan: Setelah kupon tamat tempoh, tarikh tamat tempoh tidak boleh dilanjutkan atau mendapatkan kupon gantian. Kupon tamat tempoh tidak boleh digunakan untuk tempahan yang lalu. Hadkan satu kupon bagi setiap tempahan: Tiada cara untuk menggunakan pelbagai kupon."
kupon_tidak_berfungsi,"Semak semula untuk memastikan anda menggunakan kod yang betul. Jika ia masih tidak berfungsi, ingat perkara ini: Jika kupon telah tamat tempoh, tiada cara untuk mengaktifkannya semula. Hanya satu kupon boleh digunakan bagi setiap tempahan. Kupon hanya boleh digunakan sekali sahaja. Jika anda membatalkan tempahan yang telah ditempah menggunakan kupon, kupon tersebut tidak sah lagi. Untuk tempahan 28 malam atau lebih, jika anda memilih pelan pembayaran semasa anda menempah, kupon akan mengurangkan jumlah harga dan jumlah itu akan dibahagikan kepada pembayaran. Hanya kupon yang dikeluarkan oleh Airbnb diterima. Jika anda menggunakan kurang daripada jumlah penuh kupon, sebarang jumlah diskaun yang tidak digunakan akan dilucuthakkan. Kupon tidak boleh digunakan pada tempahan yang anda buat pada masa lalu. Hanya orang yang menerima kupon boleh menggunakannya di Airbnb. Tiada cara untuk memindahkan kupon kepada orang lain. Kupon hanya boleh digunakan untuk jenis tempahan yang dikeluarkan. Contohnya, jika kupon hanya boleh digunakan untuk penginapan, maka ia tidak boleh digunakan untuk pengalaman atau apa-apa lagi di Airbnb. Jika tempahan yang ditempah dengan kupon diubah kemudian hari, anda perlu membayar perbezaannya dengan kaedah pembayaran anda, atau, jika perubahan tersebut mengakibatkan bayaran balik, kami akan mengkreditkan kaedah pembayaran anda untuk perbezaan tersebut. Walau bagaimanapun, anda tidak akan menerima bayaran balik untuk jumlah kupon dan kupon tidak akan dapat digunakan lagi. Kupon mungkin mempunyai had tertentu; lihat Terma & Syarat yang diedarkan bersama kupon untuk butiran."
kupon_hos_batal,"Jika hos anda membatalkan tempahan yang anda gunakan kupon, kod kupon anda akan kekal aktif dan boleh digunakan untuk tempahan lain."
syarat_kupon,"Terma dan Syarat berikut digunakan untuk kupon untuk digunakan pada platform Airbnb (“Kupon Airbnb''). Syarat tambahan lain yang disediakan, bersama-sama dengan kupon, juga terpakai untuk penggunaan Kupon Airbnb oleh anda. Kupon Airbnb adalah penggunaan sekali sahaja dan tidak boleh dikembalikan. Kupon tidak boleh ditebus untuk wang tunai, kad hadiah atau untuk pembelian sebelumnya, dan tidak boleh dipindahkan atau digabungkan dengan tawaran, kupon atau diskaun lain. Airbnb berhak untuk mendapatkan sebarang remedi, termasuk membatalkan kupon ini, dalam kes disyaki penipuan, penyalahgunaan, pelanggaran Syarat Perkhidmatan kami, Syarat Perkhidmatan Pembayaran atau kesilapan teknikal. Sila rujuk di bawah untuk syarat tambahan bagi Kupon Tempahan Semula tertentu. Kupon Tempah Semula Sebagai sebahagian daripada AirCover, apabila Hos membatalkan tempahan anda secara tidak dijangka atau Isu Perjalanan lain mengganggu penginapan, Airbnb mungkin mengeluarkan Kupon Tempahan Semula kepada anda. Kupon hanya sah untuk penginapan dengan tarikh daftar masuk dalam tempoh satu tahun dari tarikh kupon dikeluarkan. Kupon Tempah Semula tamat tempoh 30 hari dari pengeluaran. Untuk maklumat lanjut, rujuk komunikasi anda daripada Airbnb pada tarikh tamat tempoh kupon anda. Kupon Tempahan Semula hanya boleh digunakan untuk tempahan penginapan dengan nilai tempahan (tidak termasuk cukai atau yuran) yang sama atau lebih besar daripada nilai Kupon Tempahan Semula."
kredit_rujukan,"Jika anda memperoleh kredit perjalanan dengan menyertai Airbnb melalui pautan jemputan Jika anda mendaftar untuk Airbnb menggunakan pautan rujukan, kupon rujukan anda akan dipaparkan secara automatik pada halaman pembayaran apabila anda membayar untuk tempahan pertama anda yang layak. Anda mesti mempunyai tempahan yang layak untuk layak mendapat kredit perjalanan rujukan. Tempahan yang layak mesti memenuhi nilai minimum, yang tidak termasuk sebarang cukai atau yuran. Oleh kerana jumlah minimum boleh berbeza-beza, anda harus merujuk kepada e-mel jemputan yang anda terima atau pergi ke halaman jemputan untuk melihat butiran tentang tempahan yang layak. Jika anda memperoleh kredit perjalanan dengan menjemput rakan untuk menyertai Airbnb Jika rakan anda mendaftar untuk Airbnb menggunakan pautan rujukan anda dan melengkapkan tempahan yang layak, kredit perjalanan akan ditambahkan secara automatik pada akaun anda. Kredit perjalanan anda akan dipaparkan pada halaman pembayaran apabila anda membayar untuk tempahan anda yang seterusnya. Ingat, anda akan mendapat kredit perjalanan sebaik sahaja rakan anda melengkapkan perjalanan yang layak. Jika kredit perjalanan anda belum muncul lagi, ini bermakna rakan anda belum melengkapkan perjalanan mereka atau tempahan mereka tidak layak."
kredit_hilang,"Jika anda mendaftar untuk Airbnb menggunakan pautan rujukan, kupon rujukan akan muncul secara automatik pada halaman pembayaran apabila anda membayar untuk tempahan pertama anda yang layak. Baca lebih lanjut mengenai tempahan yang layak dan kredit perjalanan. Jika kupon rujukan anda tidak muncul, anda boleh mengikuti langkah ini untuk mendapatkan semula kredit anda. Anda memerlukan pautan rujukan yang anda terima, yang mungkin dalam e-mel anda, mesej teks atau dari siaran media sosial. Sebagai alternatif, anda boleh menggunakan alamat e-mel orang yang merujuk anda—tetapi itu hanya akan berfungsi jika alamat e-mel yang sama yang mereka gunakan untuk akaun Airbnb mereka."
kad_hadiah_beli,"Anda boleh mendapatkan kad hadiah Airbnb di kedai dan dalam talian, atau terus daripada kami! Bergantung pada tempat anda membeli kad hadiah anda, anda boleh mendapatkan kad fizikal atau kad digital yang dihantar kepada anda atau penerima anda. Buat masa ini, kad hadiah hanya tersedia di negara berikut: Australia Austria Belgium Kanada Finland Perancis Jerman Ireland Itali Mexico* Belanda New Zealand Sepanyol Sweden United Kingdom Amerika Syarikat * - Kad hadiah hanya tersedia untuk pembelian melalui peruncit pihak ketiga Maklumat penting: Pada masa ini, kad hadiah hanya boleh dibeli untuk seseorang dalam negara atau wilayah yang sama dengan anda dan penerima mesti mempunyai kaedah pembayaran yang sah dalam negara tersebut. Jika anda berada di negara dalam kawasan Kawasan Ekonomi Eropah (EEA)—Perancis, Itali, Sepanyol, Jerman, Austria, Belgium, Finland, Ireland, Belanda dan Sweden—anda boleh membeli kad hadiah untuk orang lain di salah satu negara EEA tersebut selagi penerima mempunyai kaedah pembayaran yang sah dalam negara tersebut. Setelah kad hadiah ditebus, ia boleh digunakan untuk sebarang penginapan atau Pengalaman di seluruh dunia."
invois_vat_tetamu,"Anda boleh mengakses invois VAT individu untuk setiap tempahan atau memuat turun invois VAT secara pukal di wilayah tempat Airbnb menjana invois VAT. Untuk mengakses invois VAT untuk tempahan: Pergi ke Tempahan (anda perlu log masuk ke akaun anda pada komputer meja atau penyemak imbas) Jika tempahan yang anda cari tidak dipaparkan, klik tab Selesai Klik tiga titik di sebelah tempahan Pilih Invois VAT Untuk mengakses invois VAT secara pukal untuk tempahan anda: Pergi ke Tempahan (anda perlu log masuk ke akaun anda pada komputer desktop atau penyemak imbas) Pilih Eksport Pilih Muat turun invois VAT Pilih jenis Fail anda ( CSV atau format PDF) dan pilih Bulan yang anda ingin muat turun Pilih Muat Turun Nota: Muat turun pukal akan termasuk invois VAT untuk tempahan dengan tarikh mula yang berlaku dalam bulan yang dipilih. Jika anda menambahkan nombor ID VAT yang disahkan pada akaun anda, ia akan disertakan pada invois VAT yang dibuat selepas itu. Untuk butiran tempahan, semak pengesahan Hos anda."
resit_tambah_maklumat,"Sebaik sahaja resit telah dikeluarkan, anda tidak boleh membuat penambahan atau pengeditan padanya. Resit pengebilan anda adalah berdasarkan maklumat yang anda berikan semasa membuat tempahan. Walau bagaimanapun, anda boleh membuat perubahan pada jadual perjalanan anda selepas anda membuat tempahan. Ini termasuk menambah maklumat seperti: Nama dan nombor tetamu (boleh diedit sehingga tempahan anda tamat) Alamat perniagaan atau pengebilan (boleh diedit pada bila-bila masa) Nombor pasport Tarikh lahir Nama tetamu Nombor pengenalan cukai"
resit_cari,"Pergi ke Perjalanan dan pilih perjalanan yang anda inginkan resitnya Klik Tunjukkan lagi rancangan perjalanan Dalam Tunjukkan butiran, klik Dapatkan resit Pilih pembayaran dan klik Dapatkan resit"
concur_triplink," Pautkan akaun anda Untuk memautkan akaun Airbnb dan Concur TripLink anda: Pergi ke Airbnb dalam Pusat Aplikasi Concur, dan klik Sambung Log masuk ke akaun Airbnb anda yang sedia ada atau, jika anda belum mempunyai akaun, buat yang baharu Setelah akaun anda dipautkan, anda boleh memaparkan resit untuk sebarang tempahan Airbnb dalam akaun Concur anda dengan menandakan kotak di sebelah Hantar tempahan ini kepada Concur pada halaman daftar keluar permintaan tempahan."
concur_triplink_nyahpaut,"Anda perlu menyahpaut akaun anda dengan melog masuk ke akaun anda menggunakan penyemak imbas (bukan menggunakan apl Airbnb). Untuk menyahpaut akaun Airbnb dan Concur TripLink anda: Pergi ke Akaun Pilih Tetapan Di Bawah Nyahpaut Daripada Concur, klik Nyahpaut"
eGUI,"Invois Seragam Kerajaan Elektronik Taiwan (eGUI) disediakan apabila VAT Taiwan dinilai pada yuran perkhidmatan Airbnb atau pada harga penginapan serta sebarang bayaran untuk item lain, seperti pembersihan dan tetamu tambahan. Airbnb mengutip VAT ke atas yuran perkhidmatan tetamu daripada tetamu yang tinggal di Taiwan. Airbnb juga mengutip VAT pada harga penginapan penuh serta sebarang bayaran untuk item lain, seperti yuran pembersihan atau yuran untuk tetamu tambahan, jika berkenaan, daripada semua tetamu yang menginap dalam penyenaraian Taiwan. EGUI dimuktamadkan dan dikeluarkan apabila tempahan diterima, dan termasuk maklumat anda (nama dan alamat e-mel) semasa anda memasukkannya untuk akaun Airbnb anda. Airbnb tidak dapat mengubah suai eGUI selepas ia dikeluarkan. Tetamu Untuk mengakses eGUI untuk tempahan anda, pemberitahuan akan dihantar ke alamat e-mel yang dikaitkan dengan akaun Airbnb anda yang menunjukkan eGUI sedia untuk dimuat turun di Platform e-Invois Kementerian Kewangan Taiwan. Anda juga akan menerima pemberitahuan e-mel apabila tempahan telah diterima, diubah dan/atau dibatalkan dan VAT Taiwan dikenakan. Mengakses eGUI pada Platform e-Invois untuk tempahan anda adalah pilihan. Untuk butiran tempahan, sila semak resit pengebilan anda. Jika anda percaya anda memerlukan dokumentasi tambahan untuk perjalanan, kami menggalakkan anda untuk berkomunikasi dengan hos anda sebelum membuat tempahan untuk mengetahui sama ada mereka dapat membantu anda."
resit_brazil,"Untuk Hos Anda boleh mengakses resit individu anda untuk setiap tempahan. Untuk mengakses resit tempahan: Pergi ke tab Hari Ini dan klik Tunjukkan semua untuk mengakses Tempahan anda (anda perlu mengakses akaun anda pada komputer atau penyemak imbas) Klik Butiran pada tempahan yang anda mahu Klik Cetak untuk melihat dan mencetak butiran a tempahan Untuk mengakses resit tempahan pukal anda: Pergi ke Menu dan pilih Sejarah Transaksi (anda perlu mengakses akaun anda pada komputer atau penyemak imbas) Klik Eksport ke CSV untuk memuat turun fail Untuk tetamu Untuk mengakses resit tempahan anda: Pergi ke Perjalanan dan pilih perjalanan anda (anda perlu mengakses akaun anda pada komputer atau penyemak imbas). Klik Tempahan Penginapan Anda. Jika anda sudah berada dalam perjalanan anda, anda mungkin perlu mengklik pada tarikh daftar masuk. Klik Dapatkan Resit. Anda juga boleh menerima resit anda melalui e-mel pengesahan tempahan anda dengan memilih Maklumat Pembayaran dan mengklik atau mengetik Dapatkan Resit. Pautan kepada resit juga tersedia dalam resit e-mel, di bawah yuran perkhidmatan Airbnb. Untuk mengetahui lebih lanjut tentang tempahan, semak resit pengebilan. Jika anda percaya anda memerlukan dokumentasi tambahan untuk perjalanan, kami mengesyorkan agar anda berkomunikasi dengan Hos anda sebelum mengesahkan tempahan anda untuk mengetahui sama ada mereka boleh membantu."
invois_brazil,"Apabila menutup operasi melalui Airbnb, sistem akan menjana resit secara automatik, yang boleh diakses dalam profil anda pada platform Airbnb. Resit ini tidak mempunyai kesan untuk tujuan cukai, tetapi anda boleh menggunakannya untuk membuktikan tempahan dan pembayaran anda. Airbnb hanya akan mengeluarkan invois untuk yuran perkhidmatan Airbnb (NFS-e) mengikut perundangan yang berkuat kuasa dan di bawah syarat Keizinan Rejim Khas - SEI no 6017.2021/0025032-5 yang diterbitkan oleh perbandaran São Paulo. Perhatian: Airbnb tidak akan mengeluarkan sebarang invois mengenai jumlah nilai penginapan."
vat_cara,"Cukai Nilai Tambah (VAT) ialah cukai yang dinilai ke atas pembekalan barangan dan perkhidmatan. Di negara tertentu, cukai tersebut boleh dirujuk sebagai Cukai Barang dan Perkhidmatan (GST), cukai perkhidmatan atau cukai penggunaan (secara kolektif dirujuk sebagai “VAT” dalam artikel ini). Bergantung pada negara tempat tinggal anda atau lokasi penyenaraian, Airbnb dikehendaki mengenakan VAT kepada yuran perkhidmatan Airbnb pada tempahan anda di negara yang mengenakan cukai kepada perkhidmatan yang dibekalkan secara elektronik. VAT dikenakan ke atas yuran perkhidmatan tetamu untuk tempahan. Jika anda menukar tempahan anda, VAT akan dilaraskan untuk menggambarkan sebarang perubahan dalam yuran perkhidmatan. VAT dikenakan pada yuran perkhidmatan hos untuk tempahan. Jika tempahan diubah, VAT dilaraskan untuk menggambarkan sebarang perubahan dalam yuran perkhidmatan. Bergantung pada negara tempat tinggal anda atau lokasi penyenaraian anda, anda mungkin perlu menilai VAT (atau cukai lain seperti cukai penghunian) ke atas penginapan dan/atau perkhidmatan pengalaman yang anda berikan kepada tetamu. Ketahui lebih lanjut tentang cara cukai berfungsi untuk hos. Kami menggalakkan anda untuk berunding dengan penasihat cukai anda jika anda memerlukan bantuan menilai VAT pada perkhidmatan yang anda sediakan."
vat_tambah,"Dalam EU Anda boleh menambah nombor ID VAT anda sama ada anda Hos yang beroperasi sebagai perniagaan atau tetamu yang membayar dengan kaedah pembayaran majikan. Apabila nombor ID VAT anda berjaya disahkan oleh Suruhanjaya Eropah melalui Sistem Pertukaran Maklumat VAT (VIES), anda tidak akan dicaj VAT ke atas yuran perkhidmatan kami. Menjadi tanggungjawab anda untuk menilai sendiri sama ada anda perlu membayar VAT untuk penggunaan perkhidmatan kami. Di luar EU Nombor ID VAT mungkin dikenali di bawah nama yang berbeza berdasarkan tempat pendaftaran anda: Australia - ABN, ACN Belarus - ??? Canary Islands - IGIC Colombia - VAT Iceland - VSK/VASK Indonesia – NPWP Jepun - JCT New Zealand - GST Norway - VAT Arab Saudi - TRN Serbia - PIB Singapura - GST / UEN / NRIC Korea Selatan - BRN Switzerland - VAT Taiwan - VAT Thailand – TIN Turki - VAT Emiriah Arab Bersatu - TRN Seperti dalam EU, adalah menjadi tanggungjawab anda untuk menilai sendiri sama ada anda perlu membayar VAT untuk penggunaan perkhidmatan kami, dan anda ingin mempertimbangkan untuk mengemas kini harga anda. Di Switzerland, Jepun dan Indonesia, kehadiran ID VAT tidak akan mengecualikan anda daripada caj VAT yang dikenakan pada yuran perkhidmatan berdasarkan undang-undang tempatan. Untuk menambah nombor ID VAT anda Pergi ke Akaun > Pembayaran & pembayaran > Cukai Klik Tambah Nombor ID VAT Masukkan maklumat pengesahan nombor ID VAT anda Klik Tambah Jika nombor ID VAT anda tidak berjaya disahkan oleh Suruhanjaya Eropah, anda mungkin mahu mencuba semula -memasukinya. Airbnb tidak dapat mengaitkan nombor ID VAT dengan akaun anda tanpa pengesahan ini dan kami tidak boleh menyelesaikan masalah. Untuk senarai format yang betul untuk nombor ID VAT mengikut negara ahli dan maklumat tambahan, sila lihat Soalan Lazim VIES Suruhanjaya Eropah. Jika nombor ID VAT anda tidak dapat disahkan dan anda menentukan anda perlu menilai sendiri VAT pada yuran perkhidmatan kami, kami menggalakkan anda untuk berunding dengan penasihat cukai untuk mendapatkan bantuan."
vat_cukai_pengecualian,"Sesetengah majlis perbandaran mengecualikan pelancong daripada cukai pelancongan atau membenarkan pengurangan jumlah berdasarkan keadaan mereka. Contohnya termasuk kanak-kanak, penduduk perbandaran atau pengembara yang melawat saudara di hospital. Berikut ialah butiran lanjut tentang beberapa destinasi popular: Perancis Jerman Itali Lithuania Portugal Switzerland Untuk mengetahui sama ada anda layak mendapat bayaran balik atau pengurangan, lawati halaman web cukai pelancong perbandaran atau hubungi pejabat cukai atau perbendaharaan."
pelayar_terbaik,"Untuk pengalaman terbaik menggunakan tapak Airbnb, kami cadangkan menggunakan versi Google Chrome, Mozilla Firefox, Microsoft Edge atau Opera yang paling terkini. Pembangun penyemak imbas kerap membuat penambahbaikan untuk memberikan anda pengalaman dalam talian yang lebih pantas dan selamat. Penyemak imbas yang lebih baharu juga menyokong rangkaian reka bentuk dan ciri yang lebih luas daripada pelayar lama. Banyak ciri tapak web Airbnb tidak berfungsi dengan penyemak imbas yang lapuk atau tidak disokong—dan kami selalunya tidak dapat memberikan sokongan teknikal dalam kes ini."
akaun_daftar masuk_apple,"Log masuk dengan Apple membolehkan anda menggunakan Face ID atau Touch ID dan bukannya kata laluan di Airbnb. Pengguna yang kembali boleh log masuk ke akaun mereka dengan satu klik. Log masuk dengan Apple kini tersedia hanya untuk membuat akaun Airbnb baharu. Jika anda sudah mempunyai akaun Airbnb, sila log masuk ke akaun anda seperti biasa. Anda juga boleh menggunakan Log masuk dengan Apple dengan penyemak imbas web atau telefon Android semasa membuat akaun baharu. Lihat halaman sokongan Apple untuk cara melakukan ini pada platform lain. Jika anda menggunakan alamat e-mel untuk mendaftar Daripada pelayar web atau peranti Android, klik Log masuk dan kemudian Lupa kata laluan? Masukkan alamat e-mel yang dikaitkan dengan Apple ID anda dan klik Hantar pautan tetapan semula. Ikut arahan dalam e-mel anda untuk menetapkan kata laluan Airbnb pada akaun anda. Anda kini boleh menggunakan alamat e-mel Apple ID dan kata laluan Airbnb anda untuk log masuk ke akaun anda. Anda masih boleh menggunakan satu klik Log masuk dengan Apple pada peranti iOS. Jika anda menggunakan alamat e-mel pemajuan Apple untuk mendaftar, sila semak halaman sokongan Apple untuk mengetahui cara melakukannya."
akaun_daftar masuk_apple_nyahaktifkan,"Pada peranti iOS anda, pergi ke Tetapan dan klik pada nama anda (item menu pertama). Klik pada Kata Laluan & Keselamatan dan kemudian Apl Menggunakan ID Apple Anda. Klik pada Airbnb dan kemudian pada Berhenti Menggunakan Apple ID. Sahkan pilihan anda dengan mengklik Berhenti Menggunakan untuk kali kedua. Sila ambil perhatian bahawa ini tidak memadamkan akaun Airbnb anda tetapi hanya menyahpasang ID Apple anda daripada akaun Airbnb anda."
akaun_china,"Airbnb mengendalikan perniagaan kami di Republik Rakyat China (yang untuk tujuan ini, tidak termasuk Hong Kong, Macau dan Taiwan) (“China”) melalui Airbnb Internet (Beijing) Co., Ltd. (“Airbnb China”). Jika anda tinggal di China: Di bawah Syarat Perkhidmatan kami, anda akan membuat kontrak dengan Airbnb China, kecuali apabila menempah Perkhidmatan Hos atau membuat Penyenaraian di luar China—untuk transaksi tersebut, anda akan membuat kontrak dengan Airbnb Ireland. Di bawah Syarat Perkhidmatan Pembayaran kami, anda akan membuat kontrak dengan Airbnb China kecuali: apabila anda menempah Perkhidmatan Hos di luar China; atau apabila anda membuat Penyenaraian yang terletak di luar China; atau anda menempah Penyenaraian di China dengan Hos yang bukan pemastautin China, dalam hal ini, anda membuat kontrak dengan Airbnb pembayarans UK Ltd untuk transaksi tersebut. Di bawah Dasar Privasi kami, apabila anda membuat kontrak dengan Airbnb China, maklumat anda akan dipindahkan ke, disimpan, digunakan dan diproses oleh Airbnb China mengikut undang-undang dan peraturan China, termasuk privasi dan undang-undang pendedahan maklumat. Seperti hotel dan semua perniagaan yang beroperasi di China, Airbnb China perlu mematuhi undang-undang dan peraturan tempatan ini. Agensi kerajaan China memerlukan Airbnb China untuk mendedahkan maklumat hos dan penyenaraian yang berkaitan dengan penyenaraian China, dan maklumat tempahan tetamu dan daftar masuk yang berkaitan dengan tempahan di China. Sama seperti syarikat hospitaliti lain yang menjalankan perniagaan di China, Airbnb China akan mendedahkan maklumat anda kepada agensi kerajaan China tanpa notis lanjut kepada anda. Jika anda tidak menetap di China, sila kemas kini bahagian Di Mana Anda Tinggal pada profil tetapan akaun anda."
akaun_fb_google,"Bergantung pada tetapan privasi anda, menyambungkan akaun Facebook atau Google anda kepada Airbnb membolehkan anda melihat cara anda disambungkan kepada orang lain pada akaun tersebut, sama ada secara langsung atau melalui rakan bersama. Akaun sosial anda juga akan menyerlahkan aktiviti Airbnb anda, yang mungkin termasuk nama pengguna anda, foto profil dan lokasi terbaharu yang anda lawati, kepada rakan anda pada akaun sosial anda yang juga menggunakan Airbnb. Pergi ke Akaun Klik Log Masuk & keselamatan Pergi ke Akaun sosial, pilih Sambung di sebelah setiap akaun dan ikut arahan Untuk memutuskan sambungan, ikut langkah dan pilih Putuskan sambungan di sebelah setiap akaun yang anda mahu matikan. Apabila anda mematikan akaun Facebook atau Google, akaun Airbnb anda kekal disambungkan ke akaun tersebut. Walau bagaimanapun, aktiviti Airbnb anda tidak akan dikongsi dengan rakan akaun tersebut di Airbnb. Aktiviti Airbnb awam anda, seperti senarai hajat yang telah anda buat atau ulasan yang telah anda tulis, masih akan ditunjukkan kepada orang lain di Airbnb. Jika anda telah mendayakan akaun Facebook atau Google tetapi tidak melihat sebarang sambungan, mungkin rakan anda daripada akaun itu masih belum aktif di Airbnb."
akaun_tukar_katalaluan,"Pergi ke Akaun > Log masuk & keselamatan Di sebelah Kata Laluan, klik Kemas Kini Masukkan kata laluan semasa anda Masukkan dan sahkan kata laluan baharu anda Klik Kemas kini kata laluan"
akaun_tetapsemula_kata laluan,"Pergi ke halaman tetapan semula kata laluan Masukkan alamat e-mel yang anda gunakan untuk Airbnb Klik Hantar pautan tetapan semula Anda akan dihantar melalui e-mel pautan untuk menetapkan semula kata laluan anda. Jika anda telah meminta pautan tetapan semula lebih daripada sekali, pastikan anda menggunakan alamat e-mel yang betul. Anda juga mungkin perlu melumpuhkan pratonton pautan perkhidmatan e-mel anda (EX: Outlook) atau ciri pengimbas mel, yang boleh menyebabkan pautan tamat tempoh sebelum anda membukanya. Jika anda membuat akaun Airbnb dengan menyambung ke Facebook, Google, Apple atau menggunakan nombor telefon anda, anda tidak perlu membuat kata laluan. Tetapi anda juga mempunyai pilihan untuk log masuk terus dengan mencipta kata laluan. Begini caranya: Log keluar daripada akaun Airbnb anda Ikuti langkah di atas untuk menetapkan semula kata laluan anda"
akaun_edit,"Cuma klik atau ketik gambar profil anda dan pergi ke Akaun, anda akan dapati: Maklumat peribadi: Berikan butiran peribadi dan cara kami boleh menghubungi anda Log masuk dan keselamatan: Kemas kini kata laluan anda dan selamatkan akaun anda Pembayaran dan pembayaran: Semak pembayaran, pembayaran, kupon , kad hadiah dan cukai Pemberitahuan: Pilih keutamaan pemberitahuan dan cara anda ingin dihubungi Privasi dan perkongsian: Kawal apl yang disambungkan, perkara yang anda kongsi dan siapa yang melihatnya Pilihan global: Tetapkan bahasa lalai anda, mata wang dan zon waktu Perjalanan untuk bekerja : Tambah e-mel kerja untuk faedah perjalanan perniagaan Alat pengehosan profesional: Sempurna jika anda menguruskan beberapa hartanah Jemput rakan: Lebih seronok apabila semua orang melancong."
akaun_gabungan,"Untuk satu sebab atau yang lain, anda mungkin mempunyai lebih daripada satu akaun Airbnb. Malangnya, tiada cara untuk menggabungkan atau mengalihkan maklumat atau tempahan antara mereka. Nasihat kami? Pilih yang anda ingin gunakan untuk meneruskan dan nyahaktifkan atau padamkan yang lain. Sebarang tempahan yang belum selesai pada akaun itu akan dibatalkan, jadi pastikan anda menunggu sehingga ia selesai sebelum memadamkannya."
akaun_tukar_emel,"Pergi ke Akaun > Maklumat peribadi Di sebelah alamat e-mel, klik Edit Buat perubahan anda dan kemudian klik Simpan Jika anda menerima pemberitahuan bahawa alamat e-mel anda sudah digunakan tetapi anda tidak ingat kata laluan anda, cuba tetapkan semula."
akaun_tukar_nombor,"Pergi ke Akaun > Maklumat peribadi Di sebelah Nombor telefon, klik Edit Buat perubahan anda dan kemudian klik Simpan"
hubungi_kecemasan,"Pergi ke Akaun > Maklumat peribadi Di sebelah Kenalan kecemasan, klik Edit Klik Tambah kenalan kecemasan baharu Masukkan butiran kenalan kecemasan anda dan klik Simpan Anda boleh menambah kenalan tambahan atau alih keluar kenalan sedia ada dengan mengikut langkah di atas. Cuma klik Alih keluar atau Tambah kenalan kecemasan baharu."
bahasa_perubahan,"Klik foto Profil anda > Akaun > Pilihan global Di sebelah Bahasa pilihan, klik Edit Pilih bahasa pilihan anda Klik Simpan"
profil_lokasi,Klik foto profil anda > Akaun Pergi ke Profil dan klik Edit Tambah atau tukar Lokasi anda Klik Simpan
akaun_nyahaktifkan,"Kami tidak suka melihat anda pergi, tetapi jika anda telah memutuskan untuk meninggalkan Airbnb, anda mempunyai beberapa pilihan. Anda boleh menyahaktifkan akaun anda buat sementara waktu, yang membolehkan anda mengaktifkannya semula kemudian, atau anda boleh memadamkannya secara kekal. Untuk menyerahkan permintaan untuk salah satu, lawati https://www.airbnb.com/account-settings/privacy-and-sharing daripada penyemak imbas web (bukan apl Airbnb)."
e-mel_kerja_akaun,"Pengembara perniagaan boleh menggunakan akaun Airbnb biasa mereka untuk menempah perjalanan perniagaan—apa yang anda perlu lakukan ialah memautkan alamat e-mel tempat kerja anda ke akaun Airbnb anda supaya kami boleh mengesahkan bahawa anda bekerja untuk syarikat anda. Jika anda perlu menukar akaun yang dipautkan dengan e-mel kerja anda, atau jika anda tidak mahu akaun anda dipautkan lagi, ikut langkah di bawah untuk menyahpaut (atau memaut semula) alamat e-mel kerja anda daripada akaun Airbnb peribadi anda: Pergi ke Edit Profil di airbnb.com Tatal ke bawah ke Perjalanan Kerja Klik X untuk menyahpaut akaun anda atau + Tambah e-mel kerja untuk menambah e-mel kerja baharu Nota untuk pentadbir perjalanan di syarikat: Jika anda satu-satunya pentadbir perjalanan untuk akaun syarikat anda, kami mengesyorkan anda menambah pentadbir perjalanan lain sebelum menyahpaut akaun anda."
